,1,fast_food,2013-06-17 06:01:17.419388,153,Wendy's,,Henderson,NV,89015
,1,fast_food,2012-05-09 12:39:59.383599,234,Arbys,,Stony Creek,VA,23882
,1,fast_food,2012-06-06 08:36:17.60585,194,Chick-fil-a,,HIXSON,TN,37343
,1,fast_food,2013-05-09 10:09:53.17776,776,Chick-fil-a,,Sioux Falls,SD,57103
,1,fast_food,2012-09-08 06:01:33.25903,48,Panda Express,,Los Angeles,CA,90017
,1,fast_food,2013-05-28 11:03:00.941854,586,Dairy Queen,,Ferndale,MI,48220
,1,fast_food,2013-05-08 03:40:11.392089,910,Chick-fil-a,,Beaumont,TX,77713
,1,fast_food,2012-03-11 07:46:05.198383,463,Quiznos,,Lexington,AL,35648
,1,fast_food,2012-10-16 05:05:43.671097,672,Pizza Hutt,,Stony Creek,VA,23882
,1,fast_food,2013-04-15 12:59:47.207177,15,Wendy's,,Lexington,AL,35648
,1,fast_food,2012-11-16 01:51:57.406468,87,Dunkin' Donuts,,Killeen,TX,76542
,1,fast_food,2012-01-31 12:00:25.973806,442,Pizza Hutt,,Apple Valley,MN,55124
,1,fast_food,2012-12-28 01:39:39.438635,199,Starbucks,,Stony Creek,VA,23882
,1,fast_food,2013-05-20 07:44:35.913509,586,Arbys,,Killeen,TX,76542
,1,fast_food,2013-04-28 05:01:53.611941,672,Pizza Hutt,,Henderson,NV,89015
,1,fast_food,2012-11-21 07:34:07.695708,375,KFC,,Trenton,TN,38382
,1,fast_food,2013-01-01 09:09:38.528552,608,Wendy's,,Ferndale,MI,48220
,1,fast_food,2013-04-08 02:38:51.701490,950,Arbys,,HIXSON,TN,37343
,1,fast_food,2012-08-02 08:15:48.679040,254,Arbys,,Henderson,NV,89015
,1,fast_food,2012-08-30 05:38:50.189744,569,Chick-fil-a,,Madison,WI,53714
,1,fast_food,2012-08-04 10:38:30.795794,555,Wendy's,,HIXSON,TN,37343
,1,fast_food,2013-05-05 11:59:04.154796,457,Panda Express,,Woodland,CA,95776
,1,fast_food,2012-09-06 05:13:01.796413,582,Wendy's,,Elyria,OH,44035
,1,fast_food,2013-03-31 06:26:38.382758,662,Subway,,Warren,OH,44485
,1,fast_food,2012-12-03 10:19:55.610132,567,Pizza Hutt,,Apple Valley,MN,55124
,1,fast_food,2012-12-10 12:23:25.953181,340,Panera,,West Palm Beach,FL,33415
,1,fast_food,2013-05-17 07:16:12.210650,914,Panda Express,,Oceanside,CA,92054
,1,fast_food,2012-09-25 01:54:48.845687,978,Quiznos,,West Palm Beach,FL,33415
,1,fast_food,2012-04-02 05:40:54.723527,891,Subway,,Beaumont,TX,77713
,1,fast_food,2013-01-03 07:03:32.827364,936,Subway,,HIXSON,TN,37343
,1,fast_food,2013-04-21 07:43:03.980556,175,Taco Bell,,Los Angeles,CA,90017
,1,fast_food,2012-02-13 04:37:39.486629,981,Dairy Queen,,Warren,OH,44485
,1,fast_food,2012-01-02 04:53:38.741703,685,Johnny Rockets,,HIXSON,TN,37343
,1,fast_food,2012-11-28 08:54:58.712211,344,Quiznos,,Beaumont,TX,77713
,1,fast_food,2013-04-11 09:54:43.666547,37,Panda Express,,Los Angeles,CA,90017
,1,fast_food,2012-01-26 10:42:18.116795,215,Burger King,,Madison,WI,53714
,1,fast_food,2013-06-20 05:01:38.513811,784,Chick-fil-a,,Houston,TX,77014
,1,fast_food,2012-02-28 04:01:54.530852,523,Taco Bell,,Warren,OH,44485
,1,fast_food,2012-08-16 02:15:29.108962,860,Panera,,HIXSON,TN,37343
,1,fast_food,2012-09-21 07:32:22.434603,457,Quiznos,,Cumberland,RI,02864
,1,fast_food,2012-06-13 12:24:57.803031,818,Panera,,Rosenberg,TX,77471
,1,fast_food,2012-12-02 03:45:55.739422,475,Quiznos,,Killeen,TX,76542
,1,fast_food,2012-11-04 08:43:49.879675,892,Starbucks,,Akron,OH,44223
,1,fast_food,2012-03-08 01:54:40.105828,151,Chick-fil-a,,Detroit,MI,48201
,1,fast_food,2012-09-01 03:26:32.825579,627,Wendy's,,New Orleans,LA,70117
,1,fast_food,2012-10-07 01:36:37.311960,187,Starbucks,,Detroit,MI,48201
,1,fast_food,2013-05-08 01:43:17.39491,263,Panera,,Woodland,CA,95776
,1,fast_food,2012-09-16 07:13:34.70591,97,Johnny Rockets,,Detroit,MI,48201
,1,fast_food,2012-08-02 04:12:36.447828,134,Dunkin' Donuts,,West Palm Beach,FL,33415
,1,fast_food,2013-05-07 12:35:15.780051,520,Dairy Queen,,Chicago,IL,60624
